loan_amnt,annual_inc,dti,emp_length,grade,term,purpose,home_ownership,state,revol_util,fico,default
4000.0,128500.0,20.32,3 years,A, 36 months,other,MORTGAGE,AR,4.8,784.0,0
10000.0,56000.0,26.65,10+ years,B, 36 months,credit_card,OWN,ME,28.8,689.0,0
8400.0,36480.0,32.04,8 years,B, 36 months,debt_consolidation,MORTGAGE,CA,82.6,689.0,1
7500.0,35000.0,17.73,< 1 year,A, 36 months,credit_card,RENT,MA,36.5,719.0,0
10000.0,72000.0,15.72,1 year,C, 36 months,credit_card,RENT,FL,48.0,669.0,1
35000.0,155000.0,9.87,3 years,E, 36 months,major_purchase,MORTGAGE,AZ,73.5,684.0,0
8000.0,50000.0,14.81,10+ years,B, 36 months,other,OWN,CO,59.9,664.0,0
7000.0,95000.0,6.61,10+ years,A, 36 months,debt_consolidation,MORTGAGE,FL,30.8,679.0,0
28000.0,72000.0,16.1,8 years,A, 36 months,credit_card,MORTGAGE,TX,12.2,689.0,0
6000.0,33000.0,32.69,5 years,C, 36 months,debt_consolidation,RENT,NV,35.2,699.0,1
15000.0,82500.0,23.94,1 year,C, 60 months,credit_card,MORTGAGE,NH,72.9,679.0,0
15000.0,80000.0,19.13,10+ years,E, 36 months,other,RENT,CA,64.7,664.0,0
11200.0,50000.0,7.63,3 years,D, 36 months,other,RENT,NJ,47.9,669.0,0
21000.0,89000.0,42.64,6 years,D, 60 months,home_improvement,MORTGAGE,OR,80.9,674.0,0
15000.0,80000.0,13.41,8 years,B, 60 months,home_improvement,MORTGAGE,NY,93.4,699.0,0
13225.0,55000.0,24.09,8 years,D, 60 months,credit_card,MORTGAGE,MN,60.0,669.0,0
10000.0,50000.0,22.59,< 1 year,C, 36 months,debt_consolidation,RENT,CT,53.5,664.0,0
10000.0,57000.0,5.47,< 1 year,C, 36 months,credit_card,RENT,CA,96.1,669.0,0
5000.0,35197.0,19.5,1 year,B, 36 months,debt_consolidation,RENT,AR,23.2,674.0,0
12000.0,52000.0,13.59,10+ years,C, 36 months,debt_consolidation,RENT,CT,54.8,674.0,0
13000.0,56000.0,18.6,10+ years,E, 60 months,debt_consolidation,RENT,GA,52.0,669.0,0
12000.0,58000.0,14.79,3 years,C, 36 months,credit_card,MORTGAGE,NY,24.7,699.0,0
28000.0,113000.0,28.54,1 year,D, 36 months,debt_consolidation,OWN,TX,75.4,669.0,1
18000.0,175000.0,16.74,10+ years,B, 36 months,debt_consolidation,MORTGAGE,TX,42.2,694.0,0
35000.0,105000.0,4.14,10+ years,C, 36 months,credit_card,OWN,TX,40.1,754.0,0
10350.0,85000.0,8.06,10+ years,D, 60 months,debt_consolidation,RENT,FL,35.5,674.0,0
3000.0,40000.0,18.36,3 years,D, 36 months,debt_consolidation,RENT,FL,55.7,664.0,0
10400.0,80000.0,34.74,4 years,A, 36 months,credit_card,RENT,AL,20.0,804.0,0
18000.0,91000.0,13.79,9 years,B, 60 months,credit_card,RENT,MD,33.2,689.0,0
21000.0,61000.0,21.64,2 years,D, 60 months,debt_consolidation,OWN,CA,46.3,689.0,1
9000.0,93000.0,15.57,10+ years,B, 36 months,debt_consolidation,RENT,NV,45.4,674.0,0
3000.0,127000.0,14.01,1 year,C, 36 months,debt_consolidation,MORTGAGE,NJ,35.3,694.0,0
20000.0,280000.0,22.05,10+ years,B, 36 months,debt_consolidation,MORTGAGE,OR,85.0,679.0,0
14400.0,80000.0,14.15,< 1 year,A, 36 months,debt_consolidation,RENT,TN,40.5,714.0,0
12000.0,42000.0,26.87,8 years,D, 60 months,credit_card,MORTGAGE,CA,71.4,664.0,1
1600.0,76000.0,6.06,10+ years,A, 36 months,home_improvement,MORTGAGE,CO,16.6,729.0,0
30750.0,67000.0,25.22,2 years,D, 36 months,debt_consolidation,MORTGAGE,NY,94.4,719.0,0
7800.0,50000.0,35.89,10+ years,B, 36 months,debt_consolidation,OWN,TX,36.3,754.0,0
19200.0,62000.0,26.33,10+ years,A, 60 months,debt_consolidation,MORTGAGE,FL,16.9,709.0,0
20000.0,75000.0,32.5,10+ years,C, 36 months,home_improvement,OWN,NY,71.8,684.0,0
15000.0,50000.0,22.97,3 years,C, 60 months,debt_consolidation,OWN,KY,70.3,669.0,0
35000.0,80000.0,18.96,10+ years,E, 60 months,other,MORTGAGE,NC,53.6,699.0,0
15000.0,149000.0,6.44,4 years,C, 60 months,debt_consolidation,MORTGAGE,MA,97.5,679.0,0
10000.0,45000.0,21.89,7 years,B, 36 months,credit_card,RENT,NC,74.2,684.0,0
8400.0,32000.0,26.03,< 1 year,B, 36 months,debt_consolidation,RENT,PA,34.2,719.0,0
31000.0,90000.0,16.8,10+ years,C, 60 months,credit_card,MORTGAGE,TN,83.2,709.0,0
4000.0,49000.0,10.74,10+ years,B, 36 months,debt_consolidation,MORTGAGE,CA,10.2,734.0,0
12000.0,80000.0,8.75,10+ years,A, 36 months,credit_card,MORTGAGE,MA,48.9,719.0,0
32000.0,110000.0,18.36,10+ years,D, 36 months,debt_consolidation,MORTGAGE,PA,69.3,684.0,0
14000.0,50000.0,3.77,1 year,D, 60 months,major_purchase,MORTGAGE,NV,92.7,674.0,1
2500.0,54056.42,29.31,3 years,A, 36 months,home_improvement,MORTGAGE,AZ,53.4,689.0,0
7200.0,60000.0,18.06,2 years,B, 36 months,debt_consolidation,RENT,CA,46.3,679.0,0
15000.0,60000.0,10.74,2 years,B, 36 months,debt_consolidation,RENT,NY,50.6,689.0,1
4000.0,39000.0,22.92,4 years,C, 36 months,debt_consolidation,MORTGAGE,NC,29.0,669.0,0
12000.0,30000.0,10.52,5 years,D, 60 months,home_improvement,OWN,PA,41.4,699.0,0
7200.0,92500.0,24.14,10+ years,B, 36 months,credit_card,MORTGAGE,NY,64.9,704.0,0
7200.0,20000.0,33.85,3 years,E, 36 months,debt_consolidation,OWN,PA,58.5,689.0,1
5000.0,53000.0,23.2,10+ years,B, 36 months,major_purchase,RENT,NY,72.0,674.0,0
15000.0,125000.0,11.15,2 years,A, 36 months,debt_consolidation,MORTGAGE,IL,96.5,694.0,0
16300.0,48000.0,14.18,2 years,E, 36 months,debt_consolidation,RENT,MI,96.6,674.0,0
35000.0,198180.0,9.04,10+ years,C, 36 months,debt_consolidation,MORTGAGE,NC,72.5,664.0,0
22800.0,81000.0,6.47,5 years,C, 60 months,debt_consolidation,MORTGAGE,VA,35.0,669.0,0
6000.0,56000.0,11.84,10+ years,B, 36 months,debt_consolidation,RENT,NM,91.7,664.0,0
24000.0,110000.0,19.09,9 years,A, 36 months,debt_consolidation,MORTGAGE,MI,30.7,729.0,0
20900.0,76000.0,23.87,10+ years,A, 36 months,debt_consolidation,MORTGAGE,NJ,25.7,749.0,0
25000.0,82000.0,6.49,10+ years,B, 60 months,debt_consolidation,MORTGAGE,CA,26.7,724.0,0
4000.0,88000.0,9.33,6 years,B, 36 months,major_purchase,MORTGAGE,NY,78.6,664.0,0
25000.0,63000.0,13.49,8 years,E, 60 months,debt_consolidation,RENT,IL,43.0,689.0,0
5000.0,60000.0,18.52,10+ years,B, 36 months,home_improvement,MORTGAGE,GA,18.9,669.0,0
14000.0,60000.0,24.56,7 years,B, 36 months,credit_card,OWN,NY,51.4,669.0,0
12000.0,65000.0,21.71,10+ years,A, 36 months,home_improvement,RENT,CA,13.4,784.0,0
10000.0,48000.0,33.08,4 years,D, 60 months,medical,RENT,WA,49.3,724.0,1
7200.0,32000.0,16.84,1 year,C, 36 months,other,OWN,OH,41.5,664.0,1
22675.0,54000.0,3.07,2 years,E, 60 months,debt_consolidation,RENT,NV,13.8,724.0,0
6025.0,45000.0,39.23,10+ years,B, 36 months,debt_consolidation,RENT,MA,77.1,709.0,0
11875.0,33000.0,27.97,8 years,E, 60 months,debt_consolidation,RENT,IL,71.8,674.0,1
11000.0,135000.0,12.71,8 years,A, 36 months,credit_card,RENT,CA,36.5,744.0,0
14250.0,102000.0,17.46,< 1 year,A, 36 months,credit_card,RENT,IL,35.7,694.0,0
20725.0,72000.0,29.08,5 years,E, 60 months,home_improvement,OWN,CO,22.0,684.0,0
6350.0,65000.0,26.72,8 years,C, 36 months,debt_consolidation,RENT,PA,59.3,679.0,0
28000.0,80000.0,23.94,10+ years,A, 36 months,home_improvement,MORTGAGE,FL,40.9,739.0,0
10500.0,41700.0,31.28,5 years,C, 36 months,debt_consolidation,RENT,NY,97.7,699.0,1
23000.0,55000.0,21.69,10+ years,C, 60 months,debt_consolidation,MORTGAGE,TX,19.3,744.0,0
8000.0,25000.0,29.6,2 years,C, 36 months,debt_consolidation,RENT,NJ,57.3,694.0,0
10000.0,36000.0,18.0,< 1 year,D, 36 months,debt_consolidation,RENT,TN,65.9,669.0,0
10000.0,1500006.0,2.01,3 years,E, 60 months,debt_consolidation,MORTGAGE,CT,87.5,674.0,1
3475.0,30000.0,19.06,< 1 year,D, 36 months,other,RENT,WA,34.0,689.0,0
10000.0,47000.0,11.25,< 1 year,D, 60 months,credit_card,RENT,NY,53.4,689.0,0
21000.0,65000.0,32.46,3 years,C, 60 months,credit_card,MORTGAGE,VA,86.0,679.0,1
13000.0,48000.0,26.41,< 1 year,D, 60 months,credit_card,RENT,CT,63.3,679.0,1
20000.0,60000.0,6.44,5 years,C, 36 months,credit_card,RENT,TX,41.2,724.0,0
6525.0,29750.44,31.87,9 years,D, 36 months,other,MORTGAGE,MD,68.0,694.0,0
10000.0,43000.0,23.86,10+ years,A, 36 months,debt_consolidation,MORTGAGE,TN,22.2,729.0,0
35000.0,80000.0,35.35,10+ years,D, 60 months,debt_consolidation,RENT,KY,60.6,714.0,0
15000.0,60000.0,17.3,9 years,B, 36 months,credit_card,RENT,CA,67.5,664.0,0
25000.0,135000.0,19.83,1 year,A, 36 months,credit_card,MORTGAGE,VA,84.6,694.0,0
7500.0,80000.0,10.37,2 years,D, 36 months,other,MORTGAGE,NY,43.7,669.0,0
9000.0,45000.0,20.91,10+ years,B, 36 months,credit_card,MORTGAGE,TX,86.1,714.0,0
15000.0,30000.0,19.76,< 1 year,D, 36 months,credit_card,MORTGAGE,MN,71.1,674.0,0
16000.0,60000.0,31.04,1 year,A, 36 months,debt_consolidation,MORTGAGE,PA,69.8,699.0,0
11000.0,60000.0,16.56,10+ years,B, 60 months,debt_consolidation,MORTGAGE,CA,43.1,704.0,0
21600.0,63000.0,11.89,10+ years,A, 36 months,credit_card,OWN,MN,92.9,684.0,0
25000.0,93000.0,33.92,10+ years,E, 60 months,debt_consolidation,MORTGAGE,NY,84.4,689.0,0
5700.0,13000.0,18.81,1 year,C, 36 months,credit_card,RENT,WI,57.7,714.0,1
35000.0,102000.0,17.67,10+ years,F, 60 months,debt_consolidation,MORTGAGE,CA,21.9,709.0,1
11950.0,85000.0,16.26,10+ years,A, 36 months,debt_consolidation,MORTGAGE,NC,62.8,734.0,0
12000.0,75000.0,18.35,< 1 year,C, 60 months,debt_consolidation,MORTGAGE,OH,99.3,674.0,0
8000.0,62000.0,25.01,10+ years,C, 36 months,home_improvement,MORTGAGE,MI,74.5,674.0,1
26400.0,102808.0,12.05,10+ years,A, 36 months,debt_consolidation,RENT,CA,18.7,784.0,0
22075.0,60000.0,24.28,2 years,C, 36 months,debt_consolidation,MORTGAGE,AK,53.8,689.0,0
14500.0,40000.0,32.25,2 years,D, 60 months,credit_card,MORTGAGE,GA,68.0,679.0,0
10000.0,50000.0,16.32,6 years,C, 36 months,debt_consolidation,RENT,AZ,65.1,679.0,0
25000.0,310000.0,18.03,10+ years,B, 60 months,debt_consolidation,OWN,CT,87.2,699.0,0
10000.0,90000.0,12.56,10+ years,A, 36 months,debt_consolidation,MORTGAGE,VA,24.6,709.0,0
19000.0,64800.0,12.22,10+ years,B, 60 months,credit_card,OWN,NC,27.2,729.0,0
4000.0,75000.0,24.05,6 years,C, 36 months,medical,RENT,CA,89.6,664.0,0
11075.0,50000.0,13.95,2 years,D, 36 months,debt_consolidation,RENT,ND,32.5,679.0,1
16000.0,90000.0,27.91,8 years,C, 36 months,credit_card,MORTGAGE,FL,81.8,684.0,0
10000.0,57000.0,18.82,9 years,B, 36 months,debt_consolidation,RENT,LA,45.7,684.0,1
21000.0,66000.0,17.78,10+ years,C, 36 months,debt_consolidation,MORTGAGE,CT,75.8,694.0,0
12000.0,38000.0,23.75,1 year,D, 60 months,debt_consolidation,RENT,SC,80.3,674.0,0
10300.0,42000.0,27.19,5 years,C, 36 months,debt_consolidation,MORTGAGE,GA,30.8,664.0,0
7000.0,56000.0,30.13,10+ years,A, 36 months,medical,RENT,CA,10.7,694.0,0
5000.0,15000.0,20.32,2 years,C, 36 months,other,RENT,NY,45.4,684.0,0
6500.0,43575.0,11.76,6 years,B, 36 months,credit_card,RENT,TX,37.4,689.0,0
5000.0,68000.0,23.84,2 years,D, 36 months,debt_consolidation,MORTGAGE,FL,91.0,674.0,0
18000.0,55000.0,27.27,10+ years,A, 36 months,debt_consolidation,MORTGAGE,WA,36.4,749.0,0
16500.0,98000.0,16.36,10+ years,B, 36 months,debt_consolidation,MORTGAGE,TX,31.7,679.0,0
35000.0,162115.0,32.48,1 year,B, 36 months,debt_consolidation,RENT,NC,91.2,724.0,0
9600.0,45000.0,24.96,3 years,C, 36 months,credit_card,MORTGAGE,KY,81.1,669.0,0
13000.0,72000.0,25.7,5 years,A, 36 months,credit_card,MORTGAGE,KS,97.3,724.0,0
24900.0,62280.0,26.03,10+ years,F, 60 months,credit_card,RENT,CA,70.0,664.0,1
16500.0,108000.0,11.1,10+ years,A, 36 months,credit_card,MORTGAGE,GA,78.9,714.0,0
25000.0,136000.0,5.43,10+ years,E, 60 months,home_improvement,RENT,CA,27.2,744.0,1
6400.0,75000.0,17.33,10+ years,A, 36 months,debt_consolidation,RENT,MN,32.0,709.0,0
10000.0,75000.0,9.86,2 years,A, 36 months,credit_card,RENT,MO,32.6,684.0,0
12000.0,46000.0,20.19,6 years,B, 60 months,debt_consolidation,MORTGAGE,CA,63.3,744.0,0
35000.0,75000.0,30.17,1 year,D, 60 months,debt_consolidation,MORTGAGE,VA,65.0,739.0,0
2400.0,120000.0,34.09,1 year,C, 36 months,debt_consolidation,RENT,WA,19.2,709.0,1
10000.0,107000.0,12.0,10+ years,D, 60 months,credit_card,MORTGAGE,NY,71.7,694.0,0
18000.0,42000.0,14.24,1 year,C, 36 months,debt_consolidation,RENT,NY,44.9,714.0,0
5400.0,33716.0,9.04,4 years,D, 36 months,debt_consolidation,OWN,WI,48.2,704.0,0
10000.0,49000.0,35.81,10+ years,D, 60 months,debt_consolidation,MORTGAGE,FL,51.1,699.0,0
14250.0,31000.0,21.64,10+ years,B, 36 months,credit_card,RENT,NC,1.6,739.0,0
23000.0,73000.0,16.7,10+ years,A, 36 months,debt_consolidation,RENT,CO,63.2,694.0,0
12000.0,86000.0,9.99,6 years,C, 36 months,debt_consolidation,RENT,CA,51.7,669.0,1
6500.0,53000.0,15.96,2 years,A, 36 months,debt_consolidation,RENT,CA,47.1,689.0,0
20000.0,48000.0,10.38,7 years,C, 36 months,debt_consolidation,RENT,CA,99.8,709.0,0
28000.0,75000.0,27.26,5 years,A, 36 months,credit_card,MORTGAGE,CA,44.5,694.0,0
35000.0,282000.0,5.12,5 years,D, 36 months,other,RENT,NY,73.1,704.0,0
20400.0,96000.0,25.09,10+ years,B, 36 months,credit_card,MORTGAGE,NY,40.6,739.0,0
10000.0,60000.0,11.88,10+ years,B, 36 months,debt_consolidation,MORTGAGE,TX,11.5,714.0,0
11000.0,75000.0,27.34,2 years,C, 60 months,debt_consolidation,MORTGAGE,TX,62.3,679.0,1
10000.0,48000.0,12.78,< 1 year,E, 60 months,debt_consolidation,MORTGAGE,CA,0.0,689.0,0
30000.0,230000.0,22.61,10+ years,A, 36 months,debt_consolidation,OWN,TX,44.6,709.0,1
21000.0,120000.0,18.65,< 1 year,C, 36 months,debt_consolidation,MORTGAGE,MD,68.7,684.0,0
12000.0,96000.0,26.73,10+ years,A, 36 months,debt_consolidation,MORTGAGE,TX,50.2,704.0,0
10000.0,125000.0,20.25,4 years,B, 36 months,credit_card,MORTGAGE,MI,92.3,694.0,0
32400.0,125000.0,18.62,10+ years,B, 60 months,debt_consolidation,MORTGAGE,GA,35.1,709.0,0
7200.0,50000.0,13.85,< 1 year,C, 36 months,debt_consolidation,RENT,IL,41.6,674.0,0
20750.0,80000.0,37.76,10+ years,B, 36 months,debt_consolidation,MORTGAGE,NV,60.9,724.0,0
27125.0,59000.0,9.97,< 1 year,C, 36 months,credit_card,RENT,NJ,83.8,689.0,1
15000.0,180000.0,17.19,2 years,A, 36 months,debt_consolidation,MORTGAGE,TX,41.4,699.0,0
19200.0,45000.0,13.81,10+ years,C, 60 months,debt_consolidation,MORTGAGE,OH,25.6,709.0,0
28800.0,113000.0,7.94,3 years,C, 60 months,debt_consolidation,MORTGAGE,CT,77.7,684.0,0
16000.0,65000.0,17.66,10+ years,A, 36 months,debt_consolidation,MORTGAGE,MI,43.0,719.0,0
12000.0,30000.0,19.0,10+ years,B, 36 months,medical,OWN,CO,36.9,729.0,0
10000.0,26000.0,11.54,8 years,B, 36 months,credit_card,MORTGAGE,NJ,17.7,694.0,0
7125.0,17000.0,25.94,2 years,D, 36 months,credit_card,RENT,CT,61.4,669.0,0
20000.0,50000.0,27.56,1 year,A, 36 months,debt_consolidation,RENT,TX,63.4,714.0,0
18000.0,40000.0,30.72,9 years,B, 60 months,debt_consolidation,RENT,IN,54.7,704.0,1
21000.0,235000.0,15.15,3 years,B, 36 months,debt_consolidation,MORTGAGE,WA,91.8,729.0,0
9650.0,30187.0,13.28,9 years,D, 36 months,credit_card,RENT,CA,89.7,669.0,1
24000.0,90000.0,15.92,10+ years,F, 60 months,debt_consolidation,MORTGAGE,CT,95.3,669.0,1
17000.0,250000.0,16.19,10+ years,A, 36 months,debt_consolidation,RENT,NV,35.4,714.0,0
13500.0,55000.0,8.66,2 years,C, 36 months,debt_consolidation,RENT,AZ,41.8,679.0,0
8000.0,20000.0,34.51,1 year,C, 36 months,debt_consolidation,OWN,AR,76.3,679.0,1
15600.0,88000.0,27.96,3 years,C, 60 months,debt_consolidation,RENT,TX,77.9,669.0,1
8400.0,35000.0,11.8,8 years,C, 36 months,debt_consolidation,MORTGAGE,NC,51.8,674.0,0
21000.0,300000.0,7.32,2 years,B, 36 months,debt_consolidation,MORTGAGE,CA,62.0,664.0,0
15000.0,86000.0,10.22,3 years,A, 36 months,debt_consolidation,RENT,NY,40.1,729.0,0
11000.0,60000.0,15.6,4 years,B, 36 months,credit_card,MORTGAGE,WI,92.4,684.0,0
5000.0,25000.0,29.04,1 year,A, 36 months,debt_consolidation,RENT,MA,17.0,709.0,0
6000.0,50000.0,17.21,2 years,A, 36 months,debt_consolidation,OWN,PA,10.0,779.0,0
7200.0,101000.0,19.56,3 years,A, 36 months,home_improvement,MORTGAGE,VA,45.8,739.0,0
12800.0,55200.0,31.22,1 year,C, 36 months,other,RENT,NJ,90.2,714.0,1
25000.0,70000.0,7.68,1 year,D, 60 months,home_improvement,OWN,PA,55.4,699.0,0
10000.0,109000.0,13.22,5 years,C, 60 months,credit_card,MORTGAGE,CO,45.2,674.0,1
5600.0,52500.0,39.64,2 years,B, 36 months,major_purchase,RENT,OH,21.3,689.0,1
35000.0,95000.0,23.49,10+ years,B, 36 months,credit_card,MORTGAGE,MN,89.4,684.0,0
15000.0,290000.0,7.05,10+ years,A, 36 months,debt_consolidation,MORTGAGE,OR,37.5,699.0,0
35000.0,100000.0,29.03,< 1 year,C, 60 months,credit_card,OWN,PA,85.4,704.0,0
6000.0,33000.0,24.65,1 year,B, 36 months,debt_consolidation,MORTGAGE,TN,89.4,664.0,0
10000.0,50000.0,5.81,10+ years,E, 36 months,home_improvement,OWN,MI,57.4,679.0,0
9000.0,73000.0,20.88,10+ years,A, 36 months,debt_consolidation,MORTGAGE,CA,59.8,744.0,0
18000.0,50000.0,17.45,6 years,E, 60 months,debt_consolidation,MORTGAGE,MD,39.2,679.0,1
25000.0,144000.0,18.78,10+ years,B, 36 months,debt_consolidation,MORTGAGE,TN,73.1,669.0,0
15000.0,70000.0,38.52,10+ years,D, 60 months,credit_card,MORTGAGE,TN,63.2,669.0,0
20400.0,68400.0,24.58,7 years,C, 36 months,debt_consolidation,RENT,TX,49.2,689.0,0
20000.0,64000.0,16.33,10+ years,B, 36 months,debt_consolidation,RENT,IN,92.3,694.0,0
30000.0,155000.0,7.56,7 years,B, 60 months,home_improvement,MORTGAGE,MO,19.7,744.0,0
13000.0,66400.0,25.63,3 years,C, 36 months,debt_consolidation,MORTGAGE,TX,87.2,664.0,0
15000.0,75000.0,11.44,4 years,C, 60 months,debt_consolidation,MORTGAGE,AZ,32.5,669.0,0
15000.0,92000.0,10.93,10+ years,B, 60 months,debt_consolidation,MORTGAGE,KY,55.0,714.0,0
21000.0,115000.0,23.48,10+ years,D, 36 months,other,OWN,NY,71.9,689.0,1
20000.0,130000.0,10.14,9 years,B, 36 months,debt_consolidation,MORTGAGE,CA,57.8,729.0,0
24000.0,65000.0,13.59,10+ years,B, 36 months,vacation,RENT,PA,52.1,674.0,1
29550.0,76000.0,38.51,3 years,D, 36 months,credit_card,RENT,CA,89.6,669.0,0
22500.0,45000.0,29.01,10+ years,C, 36 months,credit_card,MORTGAGE,VA,49.5,709.0,0
31200.0,82000.0,23.47,5 years,B, 36 months,debt_consolidation,OWN,CA,36.1,749.0,0
9700.0,82000.0,17.02,10+ years,D, 36 months,home_improvement,MORTGAGE,FL,81.1,669.0,0
10775.0,25680.0,37.29,< 1 year,F, 60 months,debt_consolidation,OWN,CA,18.1,799.0,1
35000.0,100000.0,22.91,10+ years,D, 60 months,debt_consolidation,RENT,AZ,56.2,669.0,0
5000.0,42000.0,6.11,4 years,B, 36 months,other,RENT,IN,11.0,744.0,0
12000.0,50800.0,30.85,9 years,B, 36 months,debt_consolidation,OWN,TX,29.3,709.0,1
6000.0,30000.0,5.72,10+ years,B, 36 months,home_improvement,OWN,GA,16.2,679.0,0
15000.0,72000.0,28.2,2 years,A, 36 months,credit_card,MORTGAGE,NC,48.1,729.0,0
14950.0,32510.0,24.07,10+ years,B, 36 months,debt_consolidation,MORTGAGE,MO,41.4,724.0,0
34775.0,80000.0,19.71,10+ years,D, 60 months,debt_consolidation,MORTGAGE,HI,46.9,714.0,1
21375.0,65000.0,39.73,10+ years,D, 60 months,debt_consolidation,MORTGAGE,GA,58.4,664.0,1
15000.0,65000.0,28.06,5 years,A, 36 months,credit_card,RENT,CA,55.7,709.0,0
24000.0,99000.0,26.24,5 years,A, 36 months,credit_card,MORTGAGE,NJ,61.4,714.0,1
35000.0,158000.0,26.14,8 years,A, 36 months,debt_consolidation,MORTGAGE,TX,65.0,689.0,0
5000.0,31200.0,4.85,< 1 year,A, 36 months,home_improvement,RENT,IN,39.3,699.0,0
14750.0,110000.0,17.3,< 1 year,A, 36 months,credit_card,RENT,MD,59.4,724.0,0
15000.0,125000.0,27.67,10+ years,A, 36 months,debt_consolidation,MORTGAGE,VA,31.1,759.0,0
13000.0,26000.0,26.13,10+ years,E, 60 months,home_improvement,OWN,AR,39.4,709.0,0
10500.0,36920.0,22.37,< 1 year,C, 60 months,debt_consolidation,MORTGAGE,MT,55.5,719.0,0
8300.0,33000.0,32.04,2 years,C, 36 months,debt_consolidation,RENT,CA,59.0,689.0,1
12000.0,80000.0,19.32,3 years,B, 36 months,small_business,MORTGAGE,TN,64.8,709.0,0
6000.0,42000.0,20.03,1 year,B, 36 months,credit_card,RENT,NC,68.9,669.0,0
18000.0,97000.0,13.06,9 years,B, 36 months,credit_card,MORTGAGE,MS,69.5,689.0,0
27375.0,74439.0,36.32,7 years,E, 60 months,debt_consolidation,MORTGAGE,OH,94.4,694.0,0
21000.0,76000.0,32.15,10+ years,D, 60 months,debt_consolidation,MORTGAGE,NV,54.4,674.0,0
25000.0,115000.0,16.92,10+ years,A, 36 months,credit_card,MORTGAGE,MD,80.8,689.0,1
7000.0,50000.0,6.39,2 years,B, 36 months,credit_card,RENT,NJ,20.9,689.0,0
15000.0,67600.0,17.7,1 year,C, 60 months,credit_card,MORTGAGE,MI,31.2,709.0,0
5000.0,83000.0,15.66,1 year,C, 36 months,debt_consolidation,OWN,WI,79.0,674.0,1
2500.0,80000.0,10.56,10+ years,C, 36 months,major_purchase,RENT,CA,34.0,714.0,0
20000.0,40000.0,27.45,10+ years,D, 60 months,debt_consolidation,MORTGAGE,ME,26.5,719.0,1
11500.0,48000.0,17.15,10+ years,B, 36 months,credit_card,RENT,MT,57.3,669.0,0
5000.0,55000.0,22.21,6 years,B, 36 months,debt_consolidation,RENT,PA,72.4,679.0,0
18000.0,38600.0,19.73,10+ years,E, 60 months,other,MORTGAGE,NC,52.0,699.0,0
8400.0,85000.0,33.01,5 years,B, 36 months,debt_consolidation,MORTGAGE,IN,48.4,674.0,0
35000.0,120985.0,18.87,10+ years,D, 36 months,debt_consolidation,RENT,AZ,26.6,669.0,0
24000.0,75000.0,22.54,7 years,A, 36 months,credit_card,OWN,NY,46.7,714.0,1
21000.0,88000.0,7.98,10+ years,C, 60 months,debt_consolidation,RENT,PA,36.1,679.0,0
12000.0,48800.0,19.23,7 years,E, 60 months,other,RENT,NY,0.2,764.0,0
22000.0,44000.0,23.24,2 years,B, 36 months,debt_consolidation,RENT,OH,99.3,674.0,0
10000.0,56000.0,16.35,1 year,C, 60 months,debt_consolidation,RENT,SC,58.0,684.0,0
5500.0,36000.0,18.2,9 years,B, 36 months,vacation,RENT,NY,54.1,709.0,0
10000.0,38000.0,22.99,3 years,A, 36 months,debt_consolidation,RENT,NV,12.6,704.0,0
10000.0,75000.0,14.16,1 year,B, 36 months,debt_consolidation,RENT,CA,30.0,704.0,0
25025.0,120000.0,7.94,3 years,E, 60 months,small_business,OWN,PA,25.3,704.0,0
30000.0,72800.0,12.66,10+ years,E, 60 months,debt_consolidation,RENT,CA,45.4,674.0,0
20000.0,99500.0,19.79,4 years,B, 60 months,credit_card,MORTGAGE,FL,34.9,719.0,0
15000.0,89000.0,6.47,1 year,B, 36 months,debt_consolidation,RENT,WI,92.8,669.0,0
15200.0,136000.0,9.35,10+ years,B, 36 months,credit_card,RENT,TX,67.0,709.0,0
9000.0,34500.0,19.41,3 years,C, 36 months,home_improvement,MORTGAGE,KS,47.0,694.0,0
10000.0,30000.0,23.32,10+ years,B, 36 months,debt_consolidation,MORTGAGE,GA,34.9,714.0,0
1000.0,60000.0,9.2,10+ years,D, 36 months,other,MORTGAGE,CA,81.1,669.0,0
14000.0,100000.0,38.4,10+ years,E, 60 months,debt_consolidation,MORTGAGE,GA,36.1,679.0,0
20000.0,70000.0,15.57,5 years,C, 60 months,credit_card,MORTGAGE,CA,49.1,719.0,0
6000.0,105000.0,28.03,2 years,A, 36 months,vacation,MORTGAGE,CO,23.1,714.0,0
12000.0,45000.0,10.45,4 years,A, 36 months,debt_consolidation,OWN,TX,29.7,679.0,0
7500.0,96000.0,14.66,5 years,A, 36 months,credit_card,RENT,CA,66.7,669.0,0
19175.0,61000.0,8.97,10+ years,D, 60 months,debt_consolidation,MORTGAGE,AZ,59.3,694.0,0
14000.0,104000.0,8.09,10+ years,E, 60 months,debt_consolidation,MORTGAGE,MD,51.5,679.0,0
35000.0,90000.0,24.87,10+ years,C, 60 months,credit_card,MORTGAGE,CA,66.8,709.0,1
35000.0,109100.0,18.25,3 years,D, 60 months,credit_card,MORTGAGE,SC,51.9,674.0,0
12000.0,70000.0,24.41,< 1 year,C, 60 months,home_improvement,MORTGAGE,CA,1.3,734.0,0
19200.0,72000.0,24.43,3 years,C, 60 months,debt_consolidation,RENT,CA,53.8,674.0,0
10800.0,26000.0,35.57,4 years,D, 60 months,credit_card,RENT,CA,28.1,669.0,0
